2009,1,5,1,1,1
2009,1,6,1.0318,0.99931,1.0017
2009,1,7,1.0256,1.0002,1.0021
2009,1,8,1.0027,0.99985,1.0001
2009,1,9,1.0188,0.99967,1.0011
2009,1,12,1.02,0.99943,1.001
2009,1,13,0.9964,1.0025,1.0021
2009,1,14,1.0384,1.0014,1.0041
2009,1,15,1.0382,0.99514,0.99832
2009,1,16,1.057,0.99369,0.99836
2009,1,19,1.0688,0.99282,0.99844
2009,1,20,1.0755,0.98685,0.9934
2009,1,21,1.0737,0.97682,0.98397
2009,1,22,1.0858,0.98183,0.98952
2009,1,23,1.0795,0.98365,0.99074
2009,2,2,1.0925,0.98465,0.99261
2009,2,3,1.12,0.9816,0.99183
2009,2,4,1.1505,0.97897,0.99165
2009,2,5,1.1423,0.97211,0.98469
2009,2,6,1.1882,0.97472,0.99049
2009,2,9,1.2197,0.97493,0.99049
2009,2,10,1.2357,0.97475,0.99147
2009,2,11,1.238,0.9769,0.99363
2009,2,12,1.2312,0.9788,0.9949
2009,2,13,1.2741,0.9802,0.99929
2009,2,16,1.3076,0.98102,1.0025
2009,2,17,1.2668,0.98036,0.99891
2009,2,18,1.2087,0.98049,0.99484
2009,2,19,1.2206,0.98118,0.99634
2009,2,20,1.245,0.98239,0.99922
2009,2,23,1.2802,0.98194,1.0013
2009,2,24,1.2225,0.9834,0.99852
2009,2,25,1.2237,0.98411,0.99928
2009,2,26,1.1632,0.984,0.99481
2009,2,27,1.1368,0.98401,0.99291
2009,3,2,1.1496,0.98422,0.99404
2009,3,3,1.1377,0.98325,0.99227
2009,3,4,1.2136,0.98292,0.99744
2009,3,5,1.2241,0.98141,0.9968
2009,3,6,1.2144,0.98133,0.99603
2009,3,9,1.1697,0.98243,0.99603
2009,3,10,1.19,0.9831,0.9982
2009,3,11,1.1792,0.98347,0.99772
2009,3,12,1.1767,0.98388,0.9979
2009,3,13,1.1713,0.9839,0.9975
2009,3,16,1.1905,0.98504,1
2009,3,17,1.2334,0.98598,1.0042
2009,3,18,1.2388,0.9865,1.0051
2009,3,19,1.2653,0.98662,1.0072
2009,3,20,1.2639,0.98662,1.0071
2009,3,23,1.2955,0.98624,1.0092
2009,3,24,1.3021,0.98584,1.0093
2009,3,25,1.2753,0.98594,1.0073
2009,3,26,1.317,0.98503,1.0097
2009,3,27,1.3271,0.98522,1.0106
2009,3,30,1.3195,0.98555,1.0104
2009,3,31,1.3318,0.98574,1.0115
2009,4,1,1.3533,0.98619,1.0135
2009,4,2,1.3683,0.98634,1.0148
2009,4,3,1.3651,0.98567,1.014
2009,4,7,1.3686,0.98482,1.014
2009,4,8,1.3167,0.98466,1.0103
2009,4,9,1.3371,0.98437,1.0114
2009,4,10,1.3784,0.98448,1.0143
2009,4,13,1.4108,0.98424,1.0163
2009,4,14,1.4216,0.98355,1.0163
2009,4,15,1.427,0.98315,1.0163
2009,4,16,1.4271,0.98347,1.0166
2009,4,17,1.4077,0.98424,1.0161
2009,4,20,1.438,0.98498,1.0188
2009,4,21,1.4209,0.9856,1.0182
2009,4,22,1.3682,0.9858,1.0149
2009,4,23,1.3774,0.98552,1.0152
2009,4,24,1.3664,0.98592,1.0149
2009,4,27,1.3348,0.98626,1.0131
2009,4,28,1.3375,0.98649,1.0135
2009,4,29,1.3837,0.98724,1.0172
2009,4,30,1.393,0.98722,1.0179
2009,5,4,1.4415,0.9881,1.0219
2009,5,5,1.4483,0.98863,1.0229
2009,5,6,1.4684,0.98856,1.0229
2009,5,7,1.4695,0.98965,1.024
2009,5,8,1.4813,0.98985,1.0249
2009,5,11,1.4474,0.99061,1.0236
2009,5,12,1.4809,0.99105,1.026
2009,5,13,1.4945,0.99242,1.0281
2009,5,14,1.4831,0.99265,1.0276
2009,5,15,1.485,0.99288,1.028
2009,5,18,1.4926,0.99358,1.0291
2009,5,19,1.5083,0.99411,1.0305
2009,5,20,1.4939,0.99445,1.03
2009,5,21,1.4605,0.99425,1.0278
2009,5,22,1.4555,0.99353,1.0268
2009,5,25,1.4619,0.99335,1.027
2009,5,26,1.4444,0.99317,1.0258
2009,5,27,1.4656,0.99351,1.0274
2009,6,1,1.518,0.99358,1.0306
2009,6,2,1.5216,0.9935,1.0307
2009,6,3,1.561,0.99388,1.0334
2009,6,4,1.5687,0.99383,1.0339
2009,6,5,1.561,0.99376,1.0339
2009,6,8,1.5659,0.99387,1.0342
2009,6,9,1.5723,0.99358,1.0343
2009,6,10,1.5877,0.99354,1.0352
