2009,1,5,1,1,1
2009,1,6,1.0318,0.99931,1.0123
2009,1,7,1.0256,1.0002,1.0104
2009,1,8,1.0027,0.99985,1.001
2009,1,9,1.0188,0.99967,1.0073
2009,1,12,1.02,0.99943,1.0077
2009,1,13,0.9964,1.0025,1.0001
2009,1,14,1.0384,1.0014,1.0162
2009,1,15,1.0382,0.99514,1.0124
2009,1,16,1.057,0.99369,1.019
2009,1,19,1.0688,0.99282,1.0232
2009,1,20,1.0755,0.98685,1.0223
2009,1,21,1.0737,0.97682,1.0156
2009,1,22,1.0858,0.98183,1.0234
2009,1,23,1.0795,0.98365,1.022
2009,2,2,1.0925,0.98465,1.0278
2009,2,3,1.12,0.9816,1.037
2009,2,4,1.1505,0.97897,1.0476
2009,2,5,1.1423,0.97211,1.0402
2009,2,6,1.1882,0.97472,1.0601
2009,2,9,1.2197,0.97493,1.0601
2009,2,10,1.2357,0.97475,1.0655
2009,2,11,1.238,0.9769,1.0677
2009,2,12,1.2312,0.9788,1.0666
2009,2,13,1.2741,0.9802,1.0824
2009,2,16,1.3076,0.98102,1.0946
2009,2,17,1.2668,0.98036,1.08
2009,2,18,1.2087,0.98049,1.0599
2009,2,19,1.2206,0.98118,1.0645
2009,2,20,1.245,0.98239,1.0738
2009,2,23,1.2802,0.98194,1.0857
2009,2,24,1.2225,0.9834,1.0666
2009,2,25,1.2237,0.98411,1.0675
2009,2,26,1.1632,0.984,1.0464
2009,2,27,1.1368,0.98401,1.0372
2009,3,2,1.1496,0.98422,1.0418
2009,3,3,1.1377,0.98325,1.037
2009,3,4,1.2136,0.98292,1.0632
2009,3,5,1.2241,0.98141,1.0658
2009,3,6,1.2144,0.98133,1.0624
2009,3,9,1.1697,0.98243,1.0624
2009,3,10,1.19,0.9831,1.0702
2009,3,11,1.1792,0.98347,1.0665
2009,3,12,1.1767,0.98388,1.0659
2009,3,13,1.1713,0.9839,1.0639
2009,3,16,1.1905,0.98504,1.0716
2009,3,17,1.2334,0.98598,1.0878
2009,3,18,1.2388,0.9865,1.0902
2009,3,19,1.2653,0.98662,1.0999
2009,3,20,1.2639,0.98662,1.0993
2009,3,23,1.2955,0.98624,1.1106
2009,3,24,1.3021,0.98584,1.1127
2009,3,25,1.2753,0.98594,1.103
2009,3,26,1.317,0.98503,1.1176
2009,3,27,1.3271,0.98522,1.1214
2009,3,30,1.3195,0.98555,1.1188
2009,3,31,1.3318,0.98574,1.1235
2009,4,1,1.3533,0.98619,1.1316
2009,4,2,1.3683,0.98634,1.1371
2009,4,3,1.3651,0.98567,1.1355
2009,4,7,1.3686,0.98482,1.1355
2009,4,8,1.3167,0.98466,1.1182
2009,4,9,1.3371,0.98437,1.1248
2009,4,10,1.3784,0.98448,1.1386
2009,4,13,1.4108,0.98424,1.1491
2009,4,14,1.4216,0.98355,1.1522
2009,4,15,1.427,0.98315,1.1538
2009,4,16,1.4271,0.98347,1.154
2009,4,17,1.4077,0.98424,1.1481
2009,4,20,1.438,0.98498,1.1587
2009,4,21,1.4209,0.9856,1.1534
2009,4,22,1.3682,0.9858,1.1361
2009,4,23,1.3774,0.98552,1.1389
2009,4,24,1.3664,0.98592,1.1356
2009,4,27,1.3348,0.98626,1.1253
2009,4,28,1.3375,0.98649,1.1264
2009,4,29,1.3837,0.98724,1.1422
2009,4,30,1.393,0.98722,1.1453
2009,5,4,1.4415,0.9881,1.162
2009,5,5,1.4483,0.98863,1.1646
2009,5,6,1.4684,0.98856,1.1646
2009,5,7,1.4695,0.98965,1.1657
2009,5,8,1.4813,0.98985,1.1696
2009,5,11,1.4474,0.99061,1.1594
2009,5,12,1.4809,0.99105,1.1703
2009,5,13,1.4945,0.99242,1.1756
2009,5,14,1.4831,0.99265,1.1721
2009,5,15,1.485,0.99288,1.1729
2009,5,18,1.4926,0.99358,1.1758
2009,5,19,1.5083,0.99411,1.1812
2009,5,20,1.4939,0.99445,1.1768
2009,5,21,1.4605,0.99425,1.1661
2009,5,22,1.4555,0.99353,1.164
2009,5,25,1.4619,0.99335,1.1659
2009,5,26,1.4444,0.99317,1.1602
2009,5,27,1.4656,0.99351,1.1672
2009,6,1,1.518,0.99358,1.1839
2009,6,2,1.5216,0.9935,1.185
2009,6,3,1.561,0.99388,1.1977
2009,6,4,1.5687,0.99383,1.2001
2009,6,5,1.561,0.99376,1.2001
2009,6,8,1.5659,0.99387,1.2017
2009,6,9,1.5723,0.99358,1.2035
2009,6,10,1.5877,0.99354,1.2082
2009,6,11,1.5729,0.99321,1.2034
2009,6,12,1.5435,0.99275,1.194
2009,6,15,1.5753,0.99292,1.2039
2009,6,16,1.5726,0.99302,1.2032
2009,6,17,1.5989,0.99314,1.2113
2009,6,18,1.6237,0.99316,1.219
2009,6,19,1.6357,0.99314,1.2227
2009,6,22,1.6371,0.9928,1.2228
2009,6,23,1.6378,0.99252,1.2229
2009,6,24,1.6574,0.99146,1.2281
2009,6,25,1.6559,0.99099,1.2273
2009,6,26,1.6614,0.99099,1.229
2009,6,29,1.6888,0.99112,1.2375
2009,6,30,1.6816,0.99064,1.235
2009,7,1,1.7196,0.9901,1.2463
2009,7,2,1.7432,0.98991,1.2534
2009,7,3,1.767,0.98969,1.2534
2009,7,6,1.7923,0.98968,1.2605
2009,7,7,1.7741,0.98972,1.2554
2009,7,8,1.7803,0.98932,1.2569
2009,7,9,1.8037,0.98829,1.2627
2009,7,10,1.8048,0.98693,1.262
2009,7,13,1.785,0.98707,1.2565
2009,7,14,1.8347,0.98672,1.2703
2009,7,15,1.8552,0.98676,1.2762
2009,7,16,1.8594,0.9814,1.2733
2009,7,17,1.8693,0.97928,1.2745
2009,7,20,1.9072,0.97851,1.2847
2009,7,21,1.8799,0.97987,1.278
2009,7,22,1.9156,0.98054,1.2886
2009,7,23,1.9395,0.98106,1.2958
2009,7,24,1.9478,0.97924,1.2967
2009,7,27,1.9882,0.98068,1.3093
2009,7,28,1.9946,0.98079,1.3112
2009,7,29,1.8898,0.98029,1.2811
2009,7,30,1.9304,0.97853,1.2913
2009,7,31,1.9834,0.97871,1.2913
2009,8,3,2.0112,0.97786,1.2978
2009,8,4,2.011,0.97777,1.2977
2009,8,5,1.9867,0.97711,1.2909
2009,8,6,1.9454,0.9774,1.2803
2009,8,7,1.888,0.97764,1.2656
2009,8,10,1.8824,0.97771,1.2642
2009,8,11,1.8887,0.97763,1.2657
2009,8,12,1.8043,0.97786,1.2439
2009,8,13,1.8273,0.97824,1.2503
2009,8,14,1.7762,0.97755,1.2364
2009,8,17,1.6677,0.97663,1.2074
2009,8,18,1.6846,0.97645,1.2117
2009,8,19,1.601,0.97654,1.19
2009,8,20,1.6699,0.97669,1.208
2009,8,21,1.7014,0.97686,1.2164
2009,8,24,1.7152,0.97712,1.2202
2009,8,25,1.6516,0.97717,1.2036
2009,8,26,1.6848,0.97729,1.2124
2009,8,27,1.6762,0.97745,1.2103
2009,8,28,1.6181,0.9766,1.2103
2009,8,31,1.5031,0.97803,1.1769
2009,9,1,1.5102,0.97832,1.1793
